Partido,Localidad,link Indec,Velocidad (Mbps),Provincia,Accesos
BUENOS AIRES,Pilar,Presidente Derqui,6638040,10.0,452.0
BUENOS AIRES,Pilar,Presidente Derqui,6638040,30.0,4.0
BUENOS AIRES,Pilar,Presidente Derqui,6638040,50.0,20.0
BUENOS AIRES,Pilar,Presidente Derqui,6638040,60.0,127.0
BUENOS AIRES,Pilar,Presidente Derqui,6638040,75.0,7.0
BUENOS AIRES,Pilar,Presidente Derqui,6638040,100.0,100.0
BUENOS AIRES,Pilar,Presidente Derqui,6638040,150.0,2019.0
BUENOS AIRES,Pilar,Presidente Derqui,6638040,200.0,32.0
BUENOS AIRES,Pilar,Presidente Derqui,6638040,300.0,2974.0
BUENOS AIRES,Pilar,Presidente Derqui,6638040,500.0,441.0
BUENOS AIRES,Pilar,Presidente Derqui,6638040,1000.0,608.0
BUENOS AIRES,Pilar,Santa Teresa,6638040,0.5,2.0
BUENOS AIRES,Pilar,Tortuguitas,6638040,0.512,2.0
BUENOS AIRES,Pilar,Tortuguitas,6638040,3.0,1.0
BUENOS AIRES,Pilar,Tortuguitas,6638040,6.0,2.0
BUENOS AIRES,Pilar,Tortuguitas,6638040,20.0,5.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040,3.0,1.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040,6.0,8.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040,10.0,10.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040,30.0,1.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040,50.0,2.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040,60.0,18.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040,75.0,2.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040,100.0,11.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040,150.0,438.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040,300.0,759.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040,500.0,137.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040,1000.0,141.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,0.0,11.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,0.75,17.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,2.0,2.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,3.0,65.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,3.5,160.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,5.0,1.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,6.0,385.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,8.0,137.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,10.0,50.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,12.0,2.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,15.0,157.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,20.0,364.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,30.0,10.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,50.0,294.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,60.0,29.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,75.0,1.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,100.0,1624.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,150.0,1015.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,200.0,33.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,300.0,3609.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,500.0,792.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,600.0,154.0
BUENOS AIRES,Pilar,Villa Rosa,6638040,1000.0,489.0
BUENOS AIRES,Pilar,Zelaya,6638040,3.0,6.0
BUENOS AIRES,Pilar,Zelaya,6638040,6.0,3.0
BUENOS AIRES,Pilar,Zelaya,6638040,10.0,2.0
BUENOS AIRES,Pilar,Zelaya,6638040,60.0,3.0
BUENOS AIRES,Pilar,Zelaya,6638040,150.0,4.0
BUENOS AIRES,Pilar,Zelaya,6638040,300.0,5.0
BUENOS AIRES,Pilar,Zelaya,6638040,1000.0,1.0
BUENOS AIRES,Pinamar,Pinamar,6644010,0.0,1001.0
BUENOS AIRES,Pinamar,Pinamar,6644010,0.5,2.0
BUENOS AIRES,Pinamar,Pinamar,6644010,0.512,1.0
BUENOS AIRES,Pinamar,Pinamar,6644010,0.75,3.0
BUENOS AIRES,Pinamar,Pinamar,6644010,1.0,94.0
BUENOS AIRES,Pinamar,Pinamar,6644010,3.0,22.0
BUENOS AIRES,Pinamar,Pinamar,6644010,3.5,21.0
BUENOS AIRES,Pinamar,Pinamar,6644010,5.0,4.0
BUENOS AIRES,Pinamar,Pinamar,6644010,6.0,153.0
BUENOS AIRES,Pinamar,Pinamar,6644010,8.0,19.0
BUENOS AIRES,Pinamar,Pinamar,6644010,10.0,8483.0
BUENOS AIRES,Pinamar,Pinamar,6644010,15.0,88.0
BUENOS AIRES,Pinamar,Pinamar,6644010,20.0,6.0
BUENOS AIRES,Pinamar,Pinamar,6644010,30.0,14809.0
BUENOS AIRES,Pinamar,Pinamar,6644010,50.0,215.0
BUENOS AIRES,Pinamar,Pinamar,6644010,100.0,1640.0
BUENOS AIRES,Pinamar,Pinamar,6644010,300.0,1250.0
BUENOS AIRES,Pinamar,Pinamar,6644010,500.0,83.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,0.75,5.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,2.0,42.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,3.0,50.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,3.5,42.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,4.0,15.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,5.0,24.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,7.0,3.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,8.0,14.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,10.0,179.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,15.0,19.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,20.0,1.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,30.0,6314.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,50.0,104.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,60.0,81.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,75.0,16.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,100.0,236.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,150.0,3695.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,300.0,5454.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,500.0,939.0
BUENOS AIRES,Presidente Perón,Guernica,6648010,1000.0,729.0
BUENOS AIRES,Puán,Bordenave,6651020,0.5,1.0
BUENOS AIRES,Puán,Bordenave,6651020,1.5,141.0
BUENOS AIRES,Puán,Bordenave,6651020,3.0,17.0
BUENOS AIRES,Puán,Bordenave,6651020,5.0,1.0
BUENOS AIRES,Puán,Bordenave,6651020,15.0,166.0
BUENOS AIRES,Puán,Bordenave,6651020,25.0,4.0
BUENOS AIRES,Puán,Bordenave,6651020,50.0,2.0
BUENOS AIRES,Puán,Darregueira,6651030,0.0,2142.0
BUENOS AIRES,Puán,Darregueira,6651030,3.5,11.0
BUENOS AIRES,Puán,Darregueira,6651030,8.0,30.0
BUENOS AIRES,Puán,Darregueira,6651030,15.0,198.0
BUENOS AIRES,Puán,Darregueira,6651030,50.0,1.0
BUENOS AIRES,Puán,Puán,6651080,0.5,1.0
BUENOS AIRES,Puán,Puán,6651080,10.0,1103.0
BUENOS AIRES,Puán,Puán,6651080,20.0,765.0
BUENOS AIRES,Puán,Puán,6651080,30.0,324.0
BUENOS AIRES,Puán,San Germán,6651090,3.0,9.0
BUENOS AIRES,Puán,San Germán,6651090,6.0,44.0
BUENOS AIRES,Puán,Villa Iris,6651110,6.0,22.0
BUENOS AIRES,Puán,Villa Iris,6651110,10.0,46.0
BUENOS AIRES,Puán,Villa Iris,6651110,12.0,787.0
BUENOS AIRES,Puán,Villa Iris,6651110,24.0,20.0
BUENOS AIRES,Puán,Villa Iris,6651110,36.0,4.0
BUENOS AIRES,Punta Indio,Pipinas,6655030,4.0,114.0
BUENOS AIRES,Punta Indio,Punta Indio,6655040,5.0,78.0
BUENOS AIRES,Punta Indio,Punta Indio,6655040,10.0,30.0
BUENOS AIRES,Punta Indio,Punta Indio,6655040,15.0,7.0
BUENOS AIRES,Punta Indio,Verónica,6655050,3.5,28.0
BUENOS AIRES,Punta Indio,Verónica,6655050,4.0,816.0
BUENOS AIRES,Punta Indio,Verónica,6655050,8.0,75.0
BUENOS AIRES,Punta Indio,Verónica,6655050,15.0,127.0
BUENOS AIRES,Punta Indio,Verónica,6655050,20.0,1.0
BUENOS AIRES,Quilmes,Bernal,6658010,0.0,2.0
BUENOS AIRES,Quilmes,Bernal,6658010,0.5,3.0
BUENOS AIRES,Quilmes,Bernal,6658010,0.512,1.0
BUENOS AIRES,Quilmes,Bernal,6658010,0.75,17.0
BUENOS AIRES,Quilmes,Bernal,6658010,1.0,4.0
BUENOS AIRES,Quilmes,Bernal,6658010,3.0,2.0
BUENOS AIRES,Quilmes,Bernal,6658010,3.5,45.0
BUENOS AIRES,Quilmes,Bernal,6658010,5.0,7.0
BUENOS AIRES,Quilmes,Bernal,6658010,6.0,3.0
BUENOS AIRES,Quilmes,Bernal,6658010,8.0,44.0
BUENOS AIRES,Quilmes,Bernal,6658010,10.0,526.0
BUENOS AIRES,Quilmes,Bernal,6658010,15.0,52.0
BUENOS AIRES,Quilmes,Bernal,6658010,20.0,3.0
BUENOS AIRES,Quilmes,Bernal,6658010,25.0,33.0
BUENOS AIRES,Quilmes,Bernal,6658010,30.0,9540.0
BUENOS AIRES,Quilmes,Bernal,6658010,50.0,504.0
BUENOS AIRES,Quilmes,Bernal,6658010,60.0,191.0
BUENOS AIRES,Quilmes,Bernal,6658010,75.0,13.0
BUENOS AIRES,Quilmes,Bernal,6658010,100.0,3468.0
BUENOS AIRES,Quilmes,Bernal,6658010,150.0,4058.0
BUENOS AIRES,Quilmes,Bernal,6658010,300.0,9511.0
BUENOS AIRES,Quilmes,Bernal,6658010,500.0,1327.0
BUENOS AIRES,Quilmes,Bernal,6658010,1000.0,1234.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,0.75,3.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,1.0,21.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,3.0,13.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,3.5,59.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,4.0,171.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,5.0,1.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,6.0,200.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,8.0,120.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,10.0,472.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,12.0,83.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,15.0,84.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,20.0,55.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,22.0,1.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,25.0,1.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,30.0,572.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,40.0,1.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,50.0,220.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,100.0,1879.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,300.0,1537.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,500.0,172.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,1000.0,48.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,1.0,2.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,3.0,1.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,3.5,4.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,8.0,1.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,10.0,25.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,30.0,2.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,50.0,130.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,60.0,11.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,75.0,1.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,100.0,683.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,150.0,403.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,300.0,1336.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,500.0,185.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,600.0,3.0
BUENOS AIRES,Quilmes,Don Bosco,6658010,1000.0,207.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,0.75,2.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,1.0,3.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,3.0,320.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,3.5,19.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,5.0,3.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,6.0,13.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,8.0,24.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,10.0,173.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,15.0,69.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,30.0,2560.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,50.0,222.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,60.0,76.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,75.0,5.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,100.0,2083.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,150.0,2861.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,300.0,5423.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,500.0,715.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010,1000.0,853.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,0.75,3.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,3.0,9.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,3.5,9.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,6.0,7.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,8.0,7.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,10.0,2.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,15.0,29.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,30.0,3845.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,50.0,68.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,100.0,689.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,300.0,632.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,500.0,78.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,1000.0,18.0
BUENOS AIRES,Quilmes,Quilmes,6658010,0.0,5.0
BUENOS AIRES,Quilmes,Quilmes,6658010,0.256,1.0
BUENOS AIRES,Quilmes,Quilmes,6658010,0.5,8.0
BUENOS AIRES,Quilmes,Quilmes,6658010,0.512,2.0
BUENOS AIRES,Quilmes,Quilmes,6658010,0.75,18.0
BUENOS AIRES,Quilmes,Quilmes,6658010,1.0,35.0
BUENOS AIRES,Quilmes,Quilmes,6658010,2.0,6.0
BUENOS AIRES,Quilmes,Quilmes,6658010,3.0,34.0
BUENOS AIRES,Quilmes,Quilmes,6658010,3.5,54.0
BUENOS AIRES,Quilmes,Quilmes,6658010,4.0,136.0
BUENOS AIRES,Quilmes,Quilmes,6658010,5.0,37.0
BUENOS AIRES,Quilmes,Quilmes,6658010,6.0,52.0
BUENOS AIRES,Quilmes,Quilmes,6658010,8.0,38.0
BUENOS AIRES,Quilmes,Quilmes,6658010,10.0,773.0
BUENOS AIRES,Quilmes,Quilmes,6658010,15.0,31.0
BUENOS AIRES,Quilmes,Quilmes,6658010,20.0,15.0
BUENOS AIRES,Quilmes,Quilmes,6658010,25.0,3.0
BUENOS AIRES,Quilmes,Quilmes,6658010,30.0,12005.0
BUENOS AIRES,Quilmes,Quilmes,6658010,50.0,1636.0
BUENOS AIRES,Quilmes,Quilmes,6658010,60.0,332.0
BUENOS AIRES,Quilmes,Quilmes,6658010,75.0,29.0
BUENOS AIRES,Quilmes,Quilmes,6658010,100.0,10465.0
BUENOS AIRES,Quilmes,Quilmes,6658010,150.0,7722.0
BUENOS AIRES,Quilmes,Quilmes,6658010,300.0,20884.0
BUENOS AIRES,Quilmes,Quilmes,6658010,500.0,2817.0
BUENOS AIRES,Quilmes,Quilmes,6658010,1000.0,2776.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,0.5,7.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,0.75,22.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,1.0,18.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,2.0,1.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,3.0,10.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,3.5,52.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,6.0,20.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,8.0,15.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,10.0,15.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,15.0,31.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,20.0,2.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,30.0,13634.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,50.0,448.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,100.0,3643.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,300.0,3084.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,500.0,395.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,1000.0,122.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,0.0,1.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,0.75,1.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,1.0,7.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,3.0,12.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,4.0,114.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,5.0,14.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,6.0,13.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,10.0,188.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,15.0,1.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,20.0,2.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,30.0,10.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,50.0,232.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,60.0,89.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,75.0,3.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,100.0,1289.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,150.0,2750.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,300.0,5277.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,500.0,834.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,1000.0,761.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,0.5,3.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,0.75,4.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,3.5,15.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,4.0,114.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,5.0,2.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,8.0,4.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,10.0,76.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,15.0,3.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,20.0,1.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,30.0,6948.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,50.0,81.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,60.0,43.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,75.0,3.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,100.0,771.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,150.0,1328.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,300.0,2311.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,500.0,375.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,600.0,2.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010,1000.0,369.0
BUENOS AIRES,Ramallo,El Paraíso,6665010,3.0,103.0
BUENOS AIRES,Ramallo,El Paraíso,6665010,6.0,14.0
BUENOS AIRES,Ramallo,El Paraíso,6665010,15.0,20.0
BUENOS AIRES,Ramallo,El Paraíso,6665010,30.0,17.0
BUENOS AIRES,Ramallo,Pérez Millán,6665030,30.0,1.0
BUENOS AIRES,Ramallo,Ramallo,6665040,0.512,1.0
BUENOS AIRES,Ramallo,Ramallo,6665040,1.0,2.0
BUENOS AIRES,Ramallo,Ramallo,6665040,3.0,315.0
BUENOS AIRES,Ramallo,Ramallo,6665040,6.0,1218.0
BUENOS AIRES,Ramallo,Ramallo,6665040,10.0,346.0
BUENOS AIRES,Ramallo,Ramallo,6665040,15.0,72.0
BUENOS AIRES,Ramallo,Ramallo,6665040,20.0,2.0
BUENOS AIRES,Ramallo,Ramallo,6665040,30.0,46.0
BUENOS AIRES,Ramallo,Ramallo,6665040,50.0,239.0
BUENOS AIRES,Ramallo,Ramallo,6665040,100.0,1502.0
BUENOS AIRES,Ramallo,Ramallo,6665040,300.0,575.0
BUENOS AIRES,Ramallo,Ramallo,6665040,500.0,17.0
BUENOS AIRES,Ramallo,Ramallo,6665040,1000.0,9.0
BUENOS AIRES,Ramallo,Villa Ramallo,6665060,1.0,2.0
BUENOS AIRES,Ramallo,Villa Ramallo,6665060,3.0,109.0
BUENOS AIRES,Ramallo,Villa Ramallo,6665060,6.0,262.0
BUENOS AIRES,Ramallo,Villa Ramallo,6665060,10.0,270.0
BUENOS AIRES,Ramallo,Villa Ramallo,6665060,15.0,188.0
BUENOS AIRES,Ramallo,Villa Ramallo,6665060,30.0,1.0
BUENOS AIRES,Ramallo,Villa Ramallo,6665060,50.0,320.0
BUENOS AIRES,Ramallo,Villa Ramallo,6665060,100.0,1415.0
BUENOS AIRES,Ramallo,Villa Ramallo,6665060,300.0,494.0
BUENOS AIRES,Ramallo,Villa Ramallo,6665060,500.0,13.0
BUENOS AIRES,Ramallo,Villa Ramallo,6665060,1000.0,7.0
BUENOS AIRES,Rauch,OTROS,Sin Datos,1.0,11.0
BUENOS AIRES,Rauch,OTROS,Sin Datos,2.0,19.0
BUENOS AIRES,Rauch,Rauch,6672010,0.5,2.0
BUENOS AIRES,Rauch,Rauch,6672010,1.0,76.0
BUENOS AIRES,Rauch,Rauch,6672010,2.0,9.0
BUENOS AIRES,Rauch,Rauch,6672010,3.0,8.0
BUENOS AIRES,Rauch,Rauch,6672010,3.5,101.0
BUENOS AIRES,Rauch,Rauch,6672010,4.0,21.0
BUENOS AIRES,Rauch,Rauch,6672010,8.0,341.0
BUENOS AIRES,Rauch,Rauch,6672010,10.0,200.0
BUENOS AIRES,Rauch,Rauch,6672010,15.0,746.0
BUENOS AIRES,Rauch,Rauch,6672010,20.0,105.0
BUENOS AIRES,Rauch,Rauch,6672010,30.0,3.0
BUENOS AIRES,Rivadavia,América,6679010,0.0,103.0
BUENOS AIRES,Rivadavia,América,6679010,0.5,1.0
BUENOS AIRES,Rivadavia,América,6679010,1.0,852.0
BUENOS AIRES,Rivadavia,América,6679010,2.0,898.0
BUENOS AIRES,Rivadavia,América,6679010,3.0,155.0
BUENOS AIRES,Rivadavia,América,6679010,3.5,521.0
BUENOS AIRES,Rivadavia,América,6679010,4.0,320.0
BUENOS AIRES,Rivadavia,América,6679010,5.0,6.0
BUENOS AIRES,Rivadavia,América,6679010,6.0,52.0
BUENOS AIRES,Rivadavia,América,6679010,8.0,57.0
BUENOS AIRES,Rivadavia,América,6679010,10.0,146.0
BUENOS AIRES,Rivadavia,América,6679010,15.0,87.0
BUENOS AIRES,Rivadavia,América,6679010,20.0,1.0
BUENOS AIRES,Rivadavia,América,6679010,512.0,487.0
BUENOS AIRES,Rivadavia,Fortín Olavarría,6679020,0.0,153.0
BUENOS AIRES,Rivadavia,Fortín Olavarría,6679020,1.0,75.0
BUENOS AIRES,Rivadavia,Fortín Olavarría,6679020,3.0,125.0
BUENOS AIRES,Rivadavia,Fortín Olavarría,6679020,10.0,39.0
BUENOS AIRES,Rivadavia,Fortín Olavarría,6679020,512.0,91.0
BUENOS AIRES,Rivadavia,González Moreno,6679030,0.0,1.0
BUENOS AIRES,Rivadavia,Sansinena,6679070,0.0,6.0
BUENOS AIRES,Rivadavia,Sansinena,6679070,1.0,124.0
BUENOS AIRES,Rivadavia,Sansinena,6679070,3.0,175.0
BUENOS AIRES,Rivadavia,Sansinena,6679070,10.0,32.0
BUENOS AIRES,Rivadavia,Sansinena,6679070,512.0,40.0
BUENOS AIRES,Rojas,Las Carabelas,6686020,0.5,1.0
BUENOS AIRES,Rojas,Las Carabelas,6686020,1.0,40.0
BUENOS AIRES,Rojas,Las Carabelas,6686020,2.0,48.0
BUENOS AIRES,Rojas,Las Carabelas,6686020,3.0,66.0
BUENOS AIRES,Rojas,Las Carabelas,6686020,4.0,25.0
BUENOS AIRES,Rojas,Las Carabelas,6686020,5.0,35.0
BUENOS AIRES,Rojas,Las Carabelas,6686020,6.0,20.0
BUENOS AIRES,Rojas,Las Carabelas,6686020,8.0,6.0
BUENOS AIRES,Rojas,Las Carabelas,6686020,11.0,2.0
BUENOS AIRES,Rojas,Rafael Obligado,6686040,2.0,8.0
BUENOS AIRES,Rojas,Rafael Obligado,6686040,3.0,11.0
BUENOS AIRES,Rojas,Rafael Obligado,6686040,5.0,7.0
BUENOS AIRES,Rojas,Rojas,6686060,0.0,153.0
BUENOS AIRES,Rojas,Rojas,6686060,0.75,7.0
BUENOS AIRES,Rojas,Rojas,6686060,1.0,478.0
BUENOS AIRES,Rojas,Rojas,6686060,2.0,201.0
BUENOS AIRES,Rojas,Rojas,6686060,3.0,2467.0
BUENOS AIRES,Rojas,Rojas,6686060,3.5,269.0
BUENOS AIRES,Rojas,Rojas,6686060,5.0,374.0
BUENOS AIRES,Rojas,Rojas,6686060,6.0,697.0
BUENOS AIRES,Rojas,Rojas,6686060,8.0,281.0
BUENOS AIRES,Rojas,Rojas,6686060,10.0,50.0
BUENOS AIRES,Rojas,Rojas,6686060,12.0,287.0
BUENOS AIRES,Rojas,Rojas,6686060,15.0,322.0
BUENOS AIRES,Rojas,Rojas,6686060,20.0,30.0
BUENOS AIRES,Rojas,Rojas,6686060,30.0,10.0
BUENOS AIRES,Rojas,Rojas,6686060,50.0,148.0
BUENOS AIRES,Rojas,Rojas,6686060,100.0,809.0
BUENOS AIRES,Rojas,Rojas,6686060,300.0,385.0
BUENOS AIRES,Rojas,Rojas,6686060,500.0,23.0
BUENOS AIRES,Rojas,Rojas,6686060,1000.0,18.0
BUENOS AIRES,Roque Pérez,Carlos Beguerie,6693010,5.0,27.0
